Año,Trimestre,Provincia,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Total,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS
2016,4,Tierra Del Fuego,70.31,31938,619,32557,160,2850,35409,0,0,0,0,0
2016,4,Tucumán,37.98,151615,37,151652,960,10021,87994,37721,14389,14,10,0
2016,3,Buenos Aires,60.14,3075387,11205,3086592,5856,107945,2148475,39353,399116,529,13318,0
2016,3,Capital Federal,120.77,1395053,8051,1403104,3310,9950,759028,208249,240856,38341,13886,0
2016,3,Catamarca,26.48,26957,13,26970,150,4038,16183,4845,1853,500,0,0
2016,3,Chaco,28.91,89216,14,89230,1900,5227,46821,21193,13746,2022,217,0
2016,3,Chubut,36.18,62222,1730,63952,4660,519,74375,6740,0,0,0,0
2016,3,Córdoba,58.24,642458,133,642591,480,41329,415075,75988,99225,11691,1322,0
2016,3,Corrientes,31.07,88328,12,88340,150,7425,49471,19956,10006,1263,210,0
2016,3,Entre Ríos,45.44,181092,57,181149,1768,10657,110844,38665,17737,1307,248,0
2016,3,Formosa,18.64,27716,0,27716,1723,4277,15581,3964,3658,6480,10,0
2016,3,Jujuy,22.61,42537,1,42538,2860,6878,27425,5943,1978,310,0,0
2016,3,La Pampa,61.73,69903,461,70364,3740,10187,55792,150,2240,1140,11,0
2016,3,La Rioja,17.07,16912,18,16930,90,2349,9686,3316,1562,110,2,0
2016,3,Mendoza,32.09,169174,1450,170624,370,100,178186,730,480,50,17,0
2016,3,Misiones,29.91,97997,0,97997,101,603,48871,23394,17043,1559,91,0
2016,3,Neuquén,60.21,110491,2112,112603,1531,1527,87404,6800,12541,2118,225,0
2016,3,Río Negro,46.39,100024,1002,101026,1007,6026,90689,2070,5953,7900,99,0
2016,3,Salta,32.96,107790,1,107791,1107,6922,71214,20229,8099,1970,50,0
2016,3,San Juan,27.32,51348,620,51968,80,2450,58577,0,0,0,2,0
2016,3,San Luis,9.63,12978,315,13293,70,40,14077,0,0,10,2,0
2016,3,Santa Cruz,26.84,25886,371,26257,1890,220,31904,2210,520,90,0,0
2016,3,Santa Fe,52.67,566625,386,567011,3958,49501,360606,72657,69864,1021,1308,0
2016,3,Santiago Del Estero,15.33,35658,2,35660,260,5097,22747,6216,2497,90,0,0
2016,3,Tierra Del Fuego,68.94,31306,619,31925,160,2850,35080,0,0,0,0,0
2016,3,Tucumán,37.9,151282,37,151319,1270,12247,87970,36518,1315,1288,4,0
2016,2,Buenos Aires,59.34,3032776,12515,3045291,10786,133385,2250898,335296,334723,31494,11933,0
2016,2,Capital Federal,120.04,1384824,9760,1394584,4352,1736,859039,146091,21301,19597,13477,0
2016,2,Catamarca,26.07,26543,13,26556,150,5736,14742,4567,1496,470,1,0
2016,2,Chaco,28.59,88235,16,88251,1970,8063,45823,20346,1209,1571,201,0
2016,2,Chubut,36.12,62116,1740,63856,5720,5421,73078,7750,0,0,0,0
2016,2,Córdoba,57.55,634680,234,634914,2580,5705,437547,7198,82618,8355,1242,0
2016,2,Corrientes,30.58,86932,24,86956,410,10018,47916,192,8851,8030,191,0
2016,2,Entre Ríos,44.74,178194,179,178373,4734,16368,115000,36917,15522,8490,205,0
2016,2,Formosa,19.37,28801,1,28802,1675,5401,14370,3569,3218,5930,10,0
2016,2,Jujuy,21.89,41187,2,41189,2561,8292,25301,5589,175,30,0,0
2016,2,La Pampa,60.44,68403,485,68888,4290,10616,63928,150,1190,960,11,0
2016,2,La Rioja,16.88,16718,18,16736,100,3151,9043,319,1344,30,5,0
2016,2,Mendoza,32.13,169274,1550,170824,4370,300,176922,610,440,50,20,0
2016,2,Misiones,29.24,95808,7,95815,1973,7899,49586,21385,1482,1073,96,0
2016,2,Neuquén,59.1,108224,2291,110515,1916,1691,88854,5830,10241,1285,208,0
2016,2,Río Negro,46.24,99631,1073,100704,1189,6107,92158,1940,4877,5200,86,0
2016,2,Salta,32.08,104929,3,104932,216,10123,70875,18759,7129,1400,49,0
2016,2,San Juan,27.34,51392,621,52013,100,2730,57589,0,0,0,4,0
2016,2,San Luis,9.6,12939,317,13256,120,40,13931,0,0,10,2,0
2016,2,Santa Cruz,26.73,25797,356,26153,2440,260,31995,1420,200,0,0,0
2016,2,Santa Fe,52.44,563867,607,564474,9486,67325,374960,68505,60469,6509,1277,0
2016,2,Santiago Del Estero,15.89,36958,3,36961,7040,6705,22208,5943,2108,10,0,0
2016,2,Tierra Del Fuego,67.72,30740,619,31359,160,2860,38773,0,0,0,0,0
2016,2,Tucumán,37.24,148636,41,148677,2310,18515,83945,33891,1131,1032,2,0
2016,1,Buenos Aires,57.34,2929903,12612,2942515,7351,9788,2214760,289929,247372,8315,9529,0
2016,1,Capital Federal,115.16,1328079,9817,1337896,231,43686,869048,178665,192644,6577,10838,0
2016,1,Catamarca,25.91,26376,13,26389,150,6102,14653,4241,1334,420,1,0
2016,1,Chaco,28.08,86635,16,86651,1940,8755,46304,19388,10587,1238,184,0
2016,1,Chubut,36.09,62060,1740,63800,940,5095,72396,1066,0,0,0,0
2016,1,Córdoba,55.28,609692,234,609926,1480,59484,414452,65763,66455,4143,1039,0
2016,1,Corrientes,30.08,85510,26,85536,290,1069,47833,18375,7911,5260,170,0
2016,1,Entre Ríos,43.85,174634,179,174813,2864,17749,104137,35104,14057,4570,165,0
2016,1,Formosa,19.04,28313,1,28314,1738,5731,14163,3229,2906,5440,5,0
2016,1,Jujuy,21.41,40287,2,40289,2543,8558,22383,5188,1623,0,0,0
2016,1,La Pampa,57.84,65442,487,65929,4260,11065,52117,150,780,710,11,0
2016,1,La Rioja,16.83,16673,18,16691,100,3382,9060,298,1254,20,3,0
2016,1,Mendoza,32.12,169257,1553,170810,2350,210,175376,470,430,50,17,0
2016,1,Misiones,28.37,92951,7,92958,9590,8502,50061,19195,13363,7790,68,0
2016,1,Neuquén,55.75,101969,2292,104261,172,1737,86310,4790,7893,1430,171,0
2016,1,Río Negro,45.84,98745,1077,99822,1171,6105,90038,2030,4246,770,81,0
2016,1,Salta,31.32,102423,3,102426,1119,10765,65646,17748,6643,1190,31,0
2016,1,San Juan,27.33,51373,621,51994,90,3090,56447,0,0,0,2,0
2016,1,San Luis,9.59,12915,317,13232,80,40,13645,0,0,10,2,0
2016,1,Santa Cruz,26.87,25931,356,26287,1680,290,32188,80,0,0,0,0
2016,1,Santa Fe,51.28,551378,618,551996,6492,71565,353525,64117,51293,3754,1063,0
2016,1,Santiago Del Estero,16.21,37695,3,37698,7030,7219,22805,5769,1898,0,0,0
2016,1,Tierra Del Fuego,65.83,29867,619,30486,160,2850,33003,0,0,0,0,0
2016,1,Tucumán,36.72,146596,41,146637,1060,20092,84008,3149,10046,8710,0,0
2015,4,Buenos Aires,58.29,2946743,12642,2959385,7985,100303,2253197,27456,240188,3835,8180,0
2015,4,Capital Federal,118.13,1360381,9845,1370226,2417,46568,916813,172029,198635,3087,10899,0
2015,4,Catamarca,26.24,26459,13,26472,150,6513,14484,4106,1313,390,1,0
2015,4,Chaco,28.35,86537,16,86553,1940,9593,46771,18608,10092,1136,159,0
2015,4,Chubut,36.89,62279,1740,64019,6250,5774,71881,1680,0,0,0,0
2015,4,Córdoba,57.36,625835,235,626070,1480,63746,427471,62989,67151,3336,1088,0
2015,4,Corrientes,30.34,85409,26,85435,290,11248,48104,17877,7569,4560,150,0
2015,4,Entre Ríos,44.11,173957,180,174137,2865,18883,104224,33989,13668,3990,163,0
2015,4,Formosa,19.07,28088,1,28089,1791,6081,14279,2704,2713,5190,4,0
2015,4,Jujuy,21.47,39922,2,39924,2551,8876,21867,5044,1587,0,0,0
2015,4,La Pampa,58.76,66054,312,66366,5920,12951,48798,160,630,490,10,0
2015,4,La Rioja,17.32,16914,18,16932,100,3638,9127,2937,1215,20,3,0
2015,4,Mendoza,32.49,169251,1556,170807,2410,230,174719,380,410,50,13,0
2015,4,Misiones,28.69,92846,7,92853,9590,9169,51029,17281,1369,6750,52,0
2015,4,Neuquén,58.29,105122,2294,107416,1727,2061,89678,4550,7934,90,175,0
2015,4,Río Negro,46.44,98655,1067,99722,3282,4473,89062,2010,4024,50,75,0
2015,4,Salta,31.59,101917,3,101920,1122,11387,65677,17139,6507,990,5,0
2015,4,San Juan,27.66,51408,621,52029,90,3860,55761,0,0,0,2,0
2015,4,San Luis,9.71,12901,317,13218,80,40,13473,0,0,10,2,0
2015,4,Santa Cruz,27.74,26047,356,26403,1880,260,32338,30,0,0,0,0
2015,4,Santa Fe,52.61,561045,627,561672,6659,7577,361264,60985,51258,3079,1189,0
2015,4,Santiago Del Estero,17.0,39132,3,39135,7030,7836,23074,5669,1856,0,0,0
2015,4,Tierra Del Fuego,66.46,29334,619,29953,160,2850,32662,0,0,0,0,0
2015,4,Tucumán,37.06,146053,42,146095,1070,218,83887,29942,9507,8370,0,0
2015,3,Buenos Aires,57.69,2916070,12695,2928765,8361,107351,2266948,262564,200491,2642,7720,0
2015,3,Capital Federal,118.29,1362193,9875,1372068,2448,4934,942525,159618,175594,2028,10022,0
2015,3,Catamarca,25.86,26080,13,26093,150,6871,14206,4143,8120,430,1,0
2015,3,Chaco,27.96,85354,16,85370,2400,10353,47131,19016,7498,9790,157,0
2015,3,Chubut,36.81,62143,1740,63883,6410,5886,71668,1670,0,0,0,0
2015,3,Córdoba,57.08,622761,237,622998,1500,68765,429787,61109,59372,2582,1048,0
2015,3,Corrientes,30.17,84931,28,84959,330,11921,48127,18168,6111,4530,146,0
2015,3,Entre Ríos,43.68,172252,182,172434,2863,20385,103990,34788,9924,3840,153,0
2015,3,Formosa,18.84,27751,1,27752,1862,6521,14354,2791,1842,3790,2,0
2015,3,Jujuy,21.27,39548,2,39550,2549,9278,21588,5169,9660,0,0,0
2015,3,La Pampa,57.96,64976,495,65471,6130,13087,47660,90,550,390,10,0
2015,3,La Rioja,17.15,16753,18,16771,100,384,9102,2984,8320,0,3,0
2015,3,Mendoza,32.49,169261,1562,170823,2560,250,173430,450,180,50,13,0
2015,3,Misiones,28.31,91615,7,91622,9580,9809,51234,17367,11654,5590,43,0
2015,3,Neuquén,54.6,98376,2240,100616,1733,2124,85044,2100,6599,20,155,0
2015,3,Río Negro,46.39,98529,1085,99614,3372,4457,88691,990,3826,10,62,0
2015,3,Salta,31.18,100570,3,100573,1126,12223,65405,17451,4318,610,5,0
2015,3,San Juan,27.67,51409,621,52030,90,3910,54963,0,0,0,2,0
2015,3,San Luis,9.71,12902,317,13219,90,40,13286,0,0,10,2,0
2015,3,Santa Cruz,27.61,25912,359,26271,1900,250,32266,20,0,0,0,0
2015,3,Santa Fe,52.15,556097,641,556738,6767,80817,363177,59531,42021,232,1133,0
2015,3,Santiago Del Estero,17.12,39394,3,39397,7030,8332,23158,5956,1249,0,0,0
2015,3,Tierra Del Fuego,74.86,33118,619,33737,150,2850,36408,20,0,0,0,0
2015,3,Tucumán,36.61,144272,42,144314,1070,23687,83654,29998,6232,6230,0,0
2015,2,Buenos Aires,56.8,2871079,12711,2883790,8714,137189,2299705,243503,159922,201,6712,0
2015,2,Capital Federal,116.07,1336391,9893,1346284,2493,51799,990112,148569,142976,1482,9258,0
2015,2,Catamarca,25.45,25666,13,25679,150,7253,14003,3776,5930,370,1,0
2015,2,Chaco,27.46,83832,16,83848,2880,11058,47551,17675,6337,7880,149,0
2015,2,Chubut,36.58,61745,1740,63485,6560,6032,55791,1680,0,0,0,0
2015,2,Córdoba,55.87,609510,236,609746,1560,72695,434717,54993,46415,1956,903,0
2015,2,Corrientes,29.58,83288,28,83316,340,12542,48015,17184,5039,3790,126,0
2015,2,Entre Ríos,42.93,169309,183,169492,2864,21986,104043,32293,7867,3540,136,0
2015,2,Formosa,18.36,27013,37,27050,1881,6907,14247,2436,1324,2570,1,0
2015,2,Jujuy,20.29,37720,2,37722,2479,9474,20248,4792,7300,0,0,0
2015,2,La Pampa,56.71,63552,500,64052,5737,8182,46235,270,240,250,10,0
2015,2,La Rioja,16.88,16491,18,16509,100,4082,9093,268,6410,0,3,0
2015,2,Mendoza,32.49,169259,1564,170823,2680,260,170451,420,160,50,13,0
2015,2,Misiones,27.35,88512,7,88519,9580,1036,51671,15022,10072,4080,33,0
2015,2,Neuquén,53.12,95644,2241,97885,1755,2348,82727,2140,5168,20,110,0
2015,2,Río Negro,45.98,97640,1087,98727,3413,4525,87362,970,324,10,51,0
2015,2,Salta,30.46,98264,3,98267,1123,1302,64737,16241,3114,290,5,0
2015,2,San Juan,27.64,51367,621,51988,80,4100,51568,0,0,0,2,0
2015,2,San Luis,9.71,12904,317,13221,90,40,13204,0,0,10,2,0
2015,2,Santa Cruz,27.07,25384,379,25763,2100,250,25519,20,0,0,0,0
2015,2,Santa Fe,51.18,545739,649,546388,6827,86016,364441,53205,33894,1856,1014,0
2015,2,Santiago Del Estero,17.11,39375,3,39378,7030,8779,23456,5553,8880,0,0,0
2015,2,Tierra Del Fuego,74.51,32960,619,33579,150,2850,36073,20,0,0,0,0
2015,2,Tucumán,35.69,140635,42,140677,1070,25178,83462,26966,4502,4550,0,0
2015,1,Buenos Aires,56.37,2847076,14766,2861842,8882,123589,2267852,22007,126958,1561,5700,0
2015,1,Capital Federal,114.9,1321139,11582,1332721,2545,59084,1013510,134151,114569,1195,8401,0
2015,1,Catamarca,25.11,25312,20,25332,130,7634,13754,3202,5170,90,1,0
2015,1,Chaco,26.65,81329,31,81360,260,12053,47425,15883,5346,4890,135,0
2015,1,Chubut,37.61,63327,1946,65273,6510,6176,57333,1020,0,0,0,0
2015,1,Córdoba,54.7,596663,294,596957,1570,78427,432802,46574,37443,1615,815,0
2015,1,Corrientes,28.95,81488,43,81531,360,13295,47842,15554,4424,2350,98,0
2015,1,Entre Ríos,42.07,165839,231,166070,2867,23951,104168,28113,6926,2740,119,0
2015,1,Formosa,18.12,26657,43,26700,1891,7336,14413,2024,8780,1570,1,0
2015,1,Jujuy,19.69,36608,3,36611,2458,9754,19858,3939,6030,0,0,0
2015,1,La Pampa,55.51,62155,542,62697,6059,8054,45038,260,100,130,10,0
2015,1,La Rioja,16.7,16310,23,16333,110,4201,9379,2207,5330,0,3,0
2015,1,Mendoza,32.37,168355,1805,170160,2870,240,169763,380,160,60,11,0
2015,1,Misiones,26.31,85139,7,85146,9580,11136,51906,12387,8543,1940,26,0
2015,1,Neuquén,51.95,93373,2369,95742,1895,2577,80787,1700,4067,20,76,0
2015,1,Río Negro,45.33,96145,1188,97333,3371,4913,86173,940,2632,20,42,0
2015,1,Salta,30.01,96793,18,96811,1123,14151,64992,13955,2569,150,5,0
2015,1,San Juan,27.55,51117,702,51819,80,4450,51346,0,0,0,2,0
2015,1,San Luis,9.72,12878,354,13232,100,80,12720,0,10,0,2,0
2015,1,Santa Cruz,27.99,26217,424,26641,2050,270,26048,20,0,0,0,0
2015,1,Santa Fe,50.24,535640,797,536437,6883,93096,360964,4527,27597,1542,900,0
2015,1,Santiago Del Estero,17.06,39244,8,39252,7010,9236,23136,4796,7480,0,0,0
2015,1,Tierra Del Fuego,74.23,32726,730,33456,140,6090,36319,20,0,0,0,0
2015,1,Tucumán,35.08,138184,92,138276,1070,27143,83895,23061,3722,3340,0,0
2014,4,Buenos Aires,56.09,2801178,15229,2816407,8226,132937,2250445,20362,104322,9970,5406,0
2014,4,Capital Federal,114.9,1318526,11994,1330520,2698,62896,1038269,123451,95772,8900,7997,0
2014,4,Catamarca,25.51,25472,21,25493,210,8047,14093,291,4210,0,1,0
2014,4,Chaco,21.87,65998,37,66035,4830,12837,42106,7908,26,1240,2,0
2014,4,Chubut,40.25,66557,1985,68542,1858,6218,60392,700,0,0,0,0
2014,4,Córdoba,54.7,590113,319,590432,1903,85362,427844,41947,30858,1177,782,0
2014,4,Corrientes,23.56,65656,54,65710,400,1386,42182,7513,2106,0,9,0
2014,4,Entre Ríos,36.03,140567,246,140813,2311,27801,88649,18318,3584,10,66,0
2014,4,Formosa,17.96,26156,51,26207,1947,783,14058,1852,4730,470,1,0
2014,4,Jujuy,19.6,35999,3,36002,188,10427,19740,3443,4650,0,0,0
2014,4,La Pampa,51.27,56813,567,57380,6266,6879,36520,260,50,40,10,0
2014,4,La Rioja,17.01,16379,23,16402,90,4333,9728,1943,3860,0,3,0
2014,4,Mendoza,32.64,167766,1848,169614,3030,190,169222,360,140,50,12,0
2014,4,Misiones,24.16,77222,7,77229,5470,1184,53093,8731,2952,540,12,0
2014,4,Neuquén,52.55,92999,2397,95396,1731,2744,80938,1260,3621,20,66,0
2014,4,Río Negro,45.48,95050,1210,96260,364,4723,85094,940,2319,40,30,0
2014,4,Salta,29.53,93921,26,93947,540,16214,63221,12552,1922,0,4,0
2014,4,San Juan,28.04,51390,729,52119,110,4780,51628,0,0,0,2,0
2014,4,San Luis,9.79,12788,359,13147,90,0,13135,0,0,10,2,0
2014,4,Santa Cruz,27.8,25277,436,25713,1560,14,24145,10,10,0,0,0
2014,4,Santa Fe,50.0,528459,938,529397,8707,99962,359293,36718,21098,8690,824,0
2014,4,Santiago Del Estero,17.27,39308,9,39317,1246,8913,24181,4359,6020,0,0,0
2014,4,Tierra Del Fuego,66.14,28249,741,28990,120,2830,31489,20,0,0,0,0
2014,4,Tucumán,35.32,137329,95,137424,170,28746,85091,20631,2733,1960,0,0
2014,3,Buenos Aires,56.75,2835537,14028,2849565,7355,128187,2281524,156693,68947,2430,4232,0
2014,3,Capital Federal,113.8,1307195,10630,1317825,8400,78016,1060145,10217,70907,950,6626,0
2014,3,Catamarca,24.71,24665,21,24686,190,8845,13790,1915,1110,0,0,0
2014,3,Chaco,21.11,63710,36,63746,3980,14731,41934,5428,1274,50,0,0
2014,3,Chubut,40.6,67130,2007,69137,2013,6281,60771,340,0,0,0,0
2014,3,Córdoba,54.23,585231,200,585431,6600,98992,435692,28992,18888,840,664,0
2014,3,Corrientes,22.79,63516,33,63549,210,15448,41717,5181,1172,0,0,0
2014,3,Entre Ríos,34.98,136618,115,136733,1709,2971,91450,12569,131,0,48,0
2014,3,Formosa,17.77,25873,64,25937,2001,8323,14202,1324,850,0,0,0
2014,3,Jujuy,18.37,33739,2,33741,1270,10979,20216,2305,820,0,0,0
2014,3,La Pampa,55.78,61861,564,62425,6458,6645,41009,240,50,40,10,0
2014,3,La Rioja,16.51,15893,23,15916,100,4785,9720,1337,610,0,0,0
2014,3,Mendoza,32.31,166184,1740,167924,350,0,167763,310,120,130,1,0
2014,3,Misiones,23.57,75327,0,75327,6400,13637,53510,5928,1606,0,1,0
2014,3,Neuquén,56.4,100099,2268,102367,1522,3099,80090,1070,2865,100,27,0
2014,3,Río Negro,46.2,96629,1151,97780,364,5189,86868,870,1944,80,9,0
2014,3,Salta,29.22,92929,25,92954,7320,17481,66026,8314,3880,0,0,0
2014,3,San Juan,27.85,51031,748,51779,80,4870,51276,0,0,0,0,0
2014,3,San Luis,9.71,12683,363,13046,80,0,13029,0,0,30,0,0
2014,3,Santa Cruz,28.23,25664,446,26110,1950,1624,24248,10,10,0,0,0
2014,3,Santa Fe,49.2,520196,691,520887,823,112593,357615,23962,12124,380,806,0
2014,3,Santiago Del Estero,16.49,37539,9,37548,7910,9914,23826,2867,1420,0,0,0
2014,3,Tierra Del Fuego,65.69,28037,755,28792,120,3360,32348,20,0,0,0,0
2014,3,Tucumán,33.94,131978,88,132066,60,32716,84668,14101,5590,40,0,0
2014,2,Buenos Aires,55.06,2750430,14116,2764546,6902,162274,2288772,140226,56549,2840,4309,0
2014,2,Capital Federal,113.14,1299502,10713,1310215,8470,81431,1078213,87359,56004,590,6427,0
2014,2,Catamarca,24.7,24660,23,24683,190,8844,13794,1915,1110,0,0,0
2014,2,Chaco,20.96,63243,36,63279,4120,14854,41530,5418,1085,50,0,0
2014,2,Chubut,41.41,68503,2016,70519,2064,6582,61868,0,0,0,0,0
2014,2,Córdoba,53.45,576747,205,576952,2105,101598,429536,28698,14824,760,627,0
2014,2,Corrientes,22.58,62925,33,62958,200,15563,41219,5199,9560,0,0,0
2014,2,Entre Ríos,34.69,135468,115,135583,2187,32781,86757,12564,1162,0,44,0
2014,2,Formosa,17.54,25535,65,25600,2032,8218,13944,1321,850,0,0,0
2014,2,Jujuy,18.71,34359,2,34361,1873,11233,18851,2305,820,0,0,0
2014,2,La Pampa,49.71,55048,580,55628,7032,6761,34089,180,50,40,10,0
2014,2,La Rioja,16.5,15889,23,15912,100,4785,9719,1337,610,0,0,0
2014,2,Mendoza,32.1,165046,1761,166807,350,60,166710,310,100,50,10,0
2014,2,Misiones,23.37,74689,0,74689,5400,13644,53245,5924,1334,20,0,0
2014,2,Neuquén,50.84,90053,2235,92288,1531,3206,79087,920,2289,20,30,0
2014,2,Río Negro,45.33,94812,1145,95957,3468,5507,84978,780,1569,20,8,0
2014,2,Salta,28.91,91949,25,91974,530,18818,64440,8293,3880,0,0,0
2014,2,San Juan,27.78,50891,755,51646,100,5070,51129,0,0,0,0,0
2014,2,San Luis,9.72,12691,364,13055,70,0,13045,0,0,10,2,0
2014,2,Santa Cruz,29.38,26710,459,27169,1530,1637,25374,20,0,0,0,0
2014,2,Santa Fe,48.39,511753,605,512358,8515,115197,353559,23939,10058,340,792,0
2014,2,Santiago Del Estero,16.7,38002,9,38011,1231,9914,23842,2867,1420,0,0,0
2014,2,Tierra Del Fuego,64.36,27443,766,28209,120,3340,31198,20,0,0,0,0
2014,2,Tucumán,33.94,131981,88,132069,60,32714,84675,14101,5590,40,0,0
2014,1,Buenos Aires,54.57,2725732,14144,2739876,8469,171244,2279875,121787,38923,2060,4037,0
2014,1,Capital Federal,112.25,1289204,10714,1299918,8520,88826,1096050,70293,38798,550,6208,0
2014,1,Catamarca,24.25,24209,23,24232,190,9147,13330,1672,640,0,0,0
2014,1,Chaco,20.72,62520,36,62556,4380,15849,40869,4644,7410,50,0,0
2014,1,Chubut,41.24,68205,2016,70221,7452,100,61329,0,0,0,0,0
2014,1,Córdoba,52.52,566705,205,566910,2076,107705,423114,24112,9818,400,588,0
2014,1,Corrientes,22.32,62203,33,62236,200,16357,40742,4486,6300,0,0,0
2014,1,Entre Ríos,34.37,134216,115,134331,2177,35206,85248,10828,7460,0,43,0
2014,1,Formosa,17.42,25335,87,25422,2062,8475,13685,1133,670,0,0,0
2014,1,Jujuy,18.42,33825,2,33827,1832,11498,18415,2002,560,0,0,0
2014,1,La Pampa,48.43,53601,592,54193,7434,6535,32501,170,50,40,10,0
2014,1,La Rioja,16.29,15688,23,15711,100,5111,9390,1165,350,0,0,0
2014,1,Mendoza,31.91,164084,1761,165845,350,60,166655,190,100,60,9,0
2014,1,Misiones,23.14,73950,0,73950,5450,1446,52852,5139,9580,0,0,0
2014,1,Neuquén,49.79,88077,2303,90380,4133,9870,77148,840,1582,20,22,0
2014,1,Río Negro,44.91,93909,1157,95066,467,4618,84304,730,1062,10,8,0
2014,1,Salta,28.7,91265,25,91290,530,19677,64061,7192,3140,0,0,0
2014,1,San Juan,27.6,50543,755,51298,5310,20,51056,0,0,0,0,0
2014,1,San Luis,9.35,12193,364,12557,70,30,12544,0,10,0,2,0
2014,1,Santa Cruz,28.94,26304,460,26764,1610,1625,24972,10,10,0,0,0
2014,1,Santa Fe,47.85,506000,612,506612,8456,124468,345225,20328,6845,230,668,0
2014,1,Santiago Del Estero,16.31,37124,9,37133,1234,10531,22817,2422,1090,0,0,0
2014,1,Tierra Del Fuego,63.97,27272,766,28038,120,6070,30902,60,0,0,0,0
2014,1,Tucumán,33.42,129944,88,130032,60,34672,83210,11779,3620,30,0,0
